,name,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
410,career,861,788,0.522134627,0.477865373,1649,0.03298,4.281835624
411,caricatur,91,161,0.36111111100000004,0.638888889,252,0.00504,6.255277877
412,carri,767,691,0.5260630999999999,0.47393690000000005,1458,0.029160000000000002,4.438919249
413,cartoon,278,320,0.464882943,0.535117057,598,0.01196,5.019628216
415,cash,148,319,0.316916488,0.6830835120000001,467,0.009340000000000001,5.601198165
417,cast member,114,137,0.45418326700000006,0.545816733,251,0.00502,6.247644252000001
418,castl,137,99,0.580508475,0.419491525,236,0.00472,5.996752389
419,cat,302,298,0.5033333329999999,0.496666667,600,0.012,5.1129359480000005
420,catch,628,482,0.5657657660000001,0.434234234,1110,0.0222,4.749074177
421,categori,164,234,0.41206030200000004,0.587939698,398,0.00796,5.786712062
422,caught,606,421,0.59006816,0.40993184,1027,0.02054,4.835081964
423,caus,815,823,0.49755799799999995,0.502442002,1638,0.032760000000000004,4.308273636
424,celebr,317,197,0.6167315179999999,0.383268482,514,0.01028,5.463690624
425,cell,110,178,0.381944444,0.6180555560000001,288,0.00576,5.956167109
426,center,374,284,0.568389058,0.43161094200000005,658,0.01316,5.257354191
427,central,366,261,0.5837320570000001,0.416267943,627,0.01254,5.267290397
428,centuri,536,344,0.609090909,0.39090909100000004,880,0.0176,4.915047513999999
429,certain,734,592,0.553544495,0.446455505,1326,0.02652,4.543241881
431,cgi,155,285,0.352272727,0.647727273,440,0.0088,5.513522997000001
432,chain,167,153,0.521875,0.478125,320,0.0064,5.979156627
433,chair,130,160,0.448275862,0.551724138,290,0.0058,6.048357161
434,challeng,437,233,0.6522388060000001,0.347761194,670,0.0134,5.214500363
435,chan,93,70,0.570552147,0.429447853,163,0.0032600000000000003,6.290369197
436,chanc,1136,799,0.587080103,0.41291989700000004,1935,0.0387,4.165829104
438,channel,376,514,0.42247191,0.57752809,890,0.0178,4.89912678
440,charact actor,206,98,0.677631579,0.322368421,304,0.0060799999999999995,6.042145961
441,charact develop,272,429,0.388017118,0.6119828820000001,701,0.01402,5.209102239
442,charact film,229,188,0.549160671,0.450839329,417,0.00834,5.756013076
443,charact like,132,144,0.47826087,0.52173913,276,0.005520000000000001,6.177891213
444,charact movi,195,261,0.427631579,0.572368421,456,0.00912,5.673469027
445,charact play,216,152,0.586956522,0.41304347799999996,368,0.007359999999999999,5.8875530970000005
446,character,331,297,0.527070064,0.472929936,628,0.01256,5.330593353
447,charg,278,245,0.531548757,0.46845124299999996,523,0.010459999999999999,5.493648811
448,charisma,113,136,0.453815261,0.546184739,249,0.00498,6.282464017000001
449,charl,352,236,0.598639456,0.401360544,588,0.01176,5.270147542
450,charli,200,140,0.588235294,0.41176470600000004,340,0.0068,5.65438043
451,charm,900,485,0.649819495,0.350180505,1385,0.0277,4.469924579
452,chase,478,601,0.44300278,0.55699722,1079,0.021580000000000002,4.659729077
453,cheap,325,1105,0.22727272699999998,0.772727273,1430,0.0286,4.436430136999999
454,cheat,172,250,0.40758293799999995,0.592417062,422,0.008440000000000001,5.660702896
455,check,851,796,0.516697025,0.483302975,1647,0.03294,4.336553868
456,cheek,126,114,0.525,0.475,240,0.0048,6.2785347389999995
457,cheer,253,169,0.599526066,0.400473934,422,0.008440000000000001,5.735298871
458,chees,76,177,0.30039525699999997,0.699604743,253,0.00506,6.181443615
459,cheesi,351,703,0.333017078,0.666982922,1054,0.02108,4.738930388
460,chemistri,467,311,0.600257069,0.399742931,778,0.01556,5.086396392
461,chick,153,336,0.312883436,0.6871165640000001,489,0.00978,5.49902999
462,chief,224,129,0.634560907,0.365439093,353,0.0070599999999999994,5.833346279
464,childhood,346,173,0.666666667,0.333333333,519,0.01038,5.453327836000001
465,chill,320,130,0.7111111109999999,0.288888889,450,0.009000000000000001,5.625392893
466,china,126,75,0.626865672,0.37313432799999996,201,0.00402,6.213996217999999
467,chine,157,96,0.62055336,0.37944664,253,0.00506,5.879627031
468,choic,601,513,0.539497307,0.46050269299999996,1114,0.02228,4.71237281
469,choos,343,302,0.531782946,0.46821705399999997,645,0.0129,5.278768285
470,chop,86,176,0.328244275,0.671755725,262,0.00524,6.126066145
471,chose,152,207,0.42339832899999996,0.576601671,359,0.00718,5.892872258
472,chosen,210,177,0.542635659,0.457364341,387,0.00774,5.796350691000001
473,chri,250,185,0.574712644,0.425287356,435,0.0087,5.47943898
474,christian,181,221,0.450248756,0.549751244,402,0.00804,5.449897301
475,christma,195,214,0.47677261600000004,0.523227384,409,0.00818,5.441372101
476,christoph,300,228,0.568181818,0.43181818200000005,528,0.01056,5.364599721
477,chuck,83,117,0.415,0.585,200,0.004,6.282464017000001
478,chuckl,86,161,0.34817813799999997,0.651821862,247,0.00494,6.255277877
479,church,171,209,0.45,0.55,380,0.0076,5.599208114
480,cinema,1135,844,0.5735219810000001,0.426478019,1979,0.039580000000000004,4.027862327
481,cinemat,410,374,0.522959184,0.47704081600000003,784,0.01568,5.093564882
482,cinematograph,158,90,0.637096774,0.362903226,248,0.00496,6.2591166529999995
483,cinematographi,1019,723,0.584959816,0.415040184,1742,0.034839999999999996,4.309367728
484,circl,137,126,0.520912548,0.479087452,263,0.00526,6.149917361
485,circumst,250,185,0.574712644,0.425287356,435,0.0087,5.6951148929999995
486,citi,842,563,0.599288256,0.400711744,1405,0.0281,4.319821743
487,citizen,199,151,0.568571429,0.43142857100000004,350,0.006999999999999999,5.879627031
488,civil,267,144,0.649635036,0.350364964,411,0.00822,5.627435795
489,claim,385,464,0.453474676,0.546525324,849,0.016980000000000002,4.957040371000001
490,clark,124,107,0.5367965370000001,0.463203463,231,0.00462,6.064056071
491,class,767,652,0.5405214939999999,0.459478506,1419,0.028380000000000002,4.416127994
493,clean,350,278,0.557324841,0.442675159,628,0.01256,5.296235978
494,clear,675,749,0.474016854,0.5259831460000001,1424,0.028480000000000002,4.477019095
495,clearli,608,790,0.43490701,0.56509299,1398,0.027960000000000002,4.47056746
496,clever,564,425,0.570273003,0.42972699700000005,989,0.019780000000000002,4.833231825
497,clich,91,229,0.284375,0.715625,320,0.0064,5.9505013710000005
498,cliché,278,737,0.273891626,0.7261083740000001,1015,0.0203,4.773151006
499,clichéd,73,262,0.217910448,0.7820895520000001,335,0.0067,5.930920326
500,climax,427,378,0.530434783,0.46956521700000003,805,0.0161,5.0971684889999995
501,clip,165,180,0.47826087,0.52173913,345,0.0069,5.810985099
503,close up,146,179,0.449230769,0.550769231,325,0.0065,5.967595804
504,closer,207,122,0.629179331,0.370820669,329,0.00658,5.9505013710000005
505,cloth,303,455,0.39973614799999996,0.600263852,758,0.01516,5.099578129
506,club,283,288,0.495621716,0.504378284,571,0.01142,5.257354191
507,clue,234,337,0.409807356,0.5901926439999999,571,0.01142,5.39492926
508,co,451,469,0.490217391,0.5097826089999999,920,0.0184,4.878608229
509,co star,147,127,0.53649635,0.46350365,274,0.00548,6.1430444820000005
510,coach,102,90,0.53125,0.46875,192,0.0038399999999999997,6.286408795
511,code,131,106,0.552742616,0.447257384,237,0.00474,6.122704797999999
512,coher,67,184,0.266932271,0.7330677290000001,251,0.00502,6.243849181
513,coincid,120,132,0.47619047600000003,0.523809524,252,0.00504,6.25145378
514,cold,494,373,0.569780854,0.430219146,867,0.01734,4.9476701830000005
515,collect,554,406,0.5770833329999999,0.422916667,960,0.0192,4.878608229
516,colleg,290,384,0.43026706200000003,0.569732938,674,0.01348,5.120297944
517,color,692,430,0.6167557929999999,0.383244207,1122,0.02244,4.645073974
518,colour,220,112,0.662650602,0.33734939799999997,332,0.006640000000000001,5.856218941
519,com,278,238,0.53875969,0.46124031,516,0.010320000000000001,5.511699843
520,combin,635,434,0.594013096,0.405986904,1069,0.02138,4.787174023
522,come close,126,173,0.42140468200000003,0.578595318,299,0.00598,6.106065479
523,comed,329,203,0.6184210529999999,0.38157894700000006,532,0.01064,5.474161923
525,comedian,176,180,0.49438202200000003,0.505617978,356,0.0071200000000000005,5.789113024
526,comedy,130,121,0.517928287,0.48207171299999996,251,0.00502,6.270722199
527,comfort,301,154,0.661538462,0.33846153799999995,455,0.0091,5.650187552
528,comic,795,682,0.538253216,0.46174678399999997,1477,0.029539999999999997,4.337679361
529,comic book,110,97,0.531400966,0.46859903399999997,207,0.00414,6.225086905
530,comic relief,125,119,0.5122950820000001,0.487704918,244,0.00488,6.294345345
531,command,226,186,0.548543689,0.451456311,412,0.00824,5.629482877999999
533,commentari,295,223,0.569498069,0.430501931,518,0.01036,5.432918965
534,commerci,293,348,0.45709828399999997,0.542901716,641,0.012819999999999998,5.257354191
535,commit,417,379,0.523869347,0.47613065299999996,796,0.01592,5.027453857
536,common,485,437,0.526030369,0.473969631,922,0.01844,4.936335698
537,commun,448,332,0.574358974,0.42564102600000003,780,0.0156,5.021857871
538,compani,484,433,0.52780807,0.47219193,917,0.018340000000000002,4.8728222919999995
539,companion,148,90,0.621848739,0.378151261,238,0.00476,6.294345345
540,compar,928,834,0.526674234,0.47332576600000004,1762,0.03524,4.258156539
541,comparison,289,316,0.47768595,0.52231405,605,0.0121,5.364599721
542,compel,493,294,0.626429479,0.373570521,787,0.01574,5.080461657
543,compet,246,279,0.468571429,0.531428571,525,0.0105,5.504440282999999
544,competit,165,114,0.591397849,0.408602151,279,0.00558,6.112688019
545,complain,252,194,0.5650224220000001,0.434977578,446,0.00892,5.621319568
546,complaint,231,93,0.712962963,0.287037037,324,0.00648,5.967595804
548,complex,629,237,0.726327945,0.273672055,866,0.01732,4.952865
549,complic,274,169,0.618510158,0.381489842,443,0.00886,5.639781631
550,compos,235,148,0.6135770229999999,0.38642297700000006,383,0.007659999999999999,5.777165451
551,comput,246,362,0.404605263,0.595394737,608,0.012159999999999999,5.221289256
552,conceiv,97,202,0.324414716,0.6755852840000001,299,0.00598,6.0800053720000005
553,concentr,184,144,0.56097561,0.43902439,328,0.00656,5.979156627
554,concept,431,562,0.43403826799999995,0.565961732,993,0.01986,4.815824147
555,concern,544,474,0.534381139,0.465618861,1018,0.02036,4.824948298
556,concert,121,73,0.62371134,0.37628866,194,0.0038799999999999998,6.262970223
557,conclus,422,447,0.48561565,0.51438435,869,0.01738,5.005255387
558,condit,251,170,0.596199525,0.403800475,421,0.00842,5.6842333929999995
559,confess,160,137,0.5387205389999999,0.461279461,297,0.00594,6.0086572910000005
560,confid,202,96,0.677852349,0.32214765100000003,298,0.00596,6.06089651
561,conflict,390,232,0.627009646,0.37299035399999997,622,0.012440000000000001,5.248915322
562,confront,310,181,0.631364562,0.368635438,491,0.00982,5.54127686
563,confus,588,899,0.395427034,0.604572966,1487,0.02974,4.397424583
564,connect,485,526,0.47972304600000004,0.520276954,1011,0.02022,4.788057025
565,consequ,252,152,0.6237623760000001,0.376237624,404,0.00808,5.74675375
567,consider,242,205,0.541387025,0.458612975,447,0.00894,5.677760879
568,consist,343,508,0.40305522899999996,0.596944771,851,0.01702,4.995424614
569,constant,238,252,0.485714286,0.514285714,490,0.0098,5.567894401
570,constantli,370,357,0.5089408529999999,0.49105914700000003,727,0.01454,5.168226411
571,construct,223,219,0.504524887,0.49547511299999997,442,0.00884,5.660702896
572,contact,194,171,0.531506849,0.468493151,365,0.0073,5.861373591
573,contain,677,646,0.511715797,0.48828420299999997,1323,0.02646,4.566327902
574,contemporari,268,142,0.653658537,0.34634146299999996,410,0.0082,5.733023557
575,content,375,332,0.530410184,0.469589816,707,0.01414,5.183851729
576,context,215,213,0.502336449,0.49766355100000004,428,0.00856,5.671329987999999
577,continu,934,979,0.488238369,0.511761631,1913,0.03826,4.184011423
578,contrast,384,152,0.71641791,0.28358209,536,0.01072,5.472409075
579,contribut,289,182,0.61358811,0.38641189,471,0.00942,5.623354156
580,contriv,138,338,0.289915966,0.7100840340000001,476,0.00952,5.5912872810000005
581,control,540,466,0.536779324,0.463220676,1006,0.02012,4.759321918
582,controversi,206,121,0.629969419,0.370030581,327,0.006540000000000001,5.884904089
583,conveni,74,175,0.297188755,0.702811245,249,0.00498,6.228811304
584,convent,247,164,0.600973236,0.399026764,411,0.00822,5.67561265
585,convers,310,274,0.530821918,0.46917808200000005,584,0.01168,5.344365568
586,convey,314,204,0.606177606,0.39382239399999996,518,0.01036,5.488296434
587,convict,204,145,0.584527221,0.41547277899999996,349,0.00698,5.856218941
588,convinc,804,783,0.506616257,0.493383743,1587,0.03174,4.365078335
589,cook,159,139,0.5335570470000001,0.466442953,298,0.00596,5.9505013710000005
590,cool,719,812,0.469627694,0.530372306,1531,0.030619999999999998,4.336553868
591,cooper,140,63,0.689655172,0.310344828,203,0.00406,6.243849181
592,cop,434,559,0.43705941600000003,0.562940584,993,0.01986,4.601621446
593,copi,593,573,0.5085763289999999,0.491423671,1166,0.02332,4.611197946
594,core,195,156,0.5555555560000001,0.444444444,351,0.00702,5.86655495
595,corner,150,160,0.48387096799999996,0.516129032,310,0.0062,6.0086572910000005
596,corni,162,237,0.406015038,0.5939849620000001,399,0.00798,5.721724002
597,corp,134,186,0.41875,0.58125,320,0.0064,5.90090443
598,corpor,131,104,0.557446809,0.442553191,235,0.0047,6.167309104
599,correct,271,298,0.476274165,0.523725835,569,0.01138,5.434603885
600,corrupt,221,159,0.581578947,0.418421053,380,0.0076,5.737579374
601,cost,246,562,0.304455446,0.695544554,808,0.01616,5.059383593
602,costum,511,530,0.490874159,0.509125841,1041,0.020819999999999998,4.766212557
603,count,313,440,0.415670651,0.584329349,753,0.015059999999999999,5.07809759
604,countri,902,592,0.603748327,0.39625167299999997,1494,0.02988,4.340498646
606,courag,244,92,0.726190476,0.27380952399999997,336,0.00672,5.933694253
608,court,165,120,0.578947368,0.42105263200000004,285,0.0057,6.005667752000001
609,cousin,145,135,0.517857143,0.48214285700000004,280,0.0056,6.0026871239999995
610,cover,580,804,0.419075145,0.580924855,1384,0.02768,4.442039376
611,cowboy,115,112,0.50660793,0.49339207,227,0.00454,6.160316067999999
612,crack,248,231,0.517745303,0.482254697,479,0.00958,5.599208114
613,craft,380,162,0.701107011,0.298892989,542,0.01084,5.468912567
614,crap,251,1275,0.164482307,0.835517693,1526,0.03052,4.337116456
615,crappi,73,330,0.181141439,0.818858561,403,0.00806,5.67561265
616,crash,260,356,0.42207792200000005,0.577922078,616,0.012320000000000001,5.275886439
617,crazi,541,481,0.529354207,0.470645793,1022,0.02044,4.781014743
619,creation,185,140,0.569230769,0.43076923100000003,325,0.0065,5.973359509
620,creativ,400,345,0.536912752,0.46308724799999995,745,0.0149,5.0971684889999995
621,creator,172,189,0.476454294,0.523545706,361,0.00722,5.863960915
622,creatur,260,390,0.4,0.6,650,0.013000000000000001,5.080461657
623,credibl,215,328,0.395948435,0.604051565,543,0.01086,5.451611098
624,credit,943,1091,0.463618486,0.536381514,2034,0.04068,4.094026843
625,creep,106,114,0.48181818200000004,0.518181818,220,0.0044,6.294345345
626,creepi,446,430,0.50913242,0.49086758,876,0.017519999999999997,4.883455548
627,crew,438,480,0.477124183,0.5228758170000001,918,0.018359999999999998,4.8085842969999995
628,cri,360,293,0.551301685,0.448698315,653,0.013059999999999999,5.264441392
629,crime,619,463,0.572088725,0.427911275,1082,0.02164,4.60529387
630,crimin,373,273,0.577399381,0.422600619,646,0.01292,5.168226411
631,cring,81,220,0.26910299,0.73089701,301,0.00602,6.089698501
632,critic,895,618,0.591539987,0.40846001299999996,1513,0.030260000000000002,4.343892315
633,cross,454,424,0.517084282,0.482915718,878,0.01756,4.957040371000001
634,crowd,308,226,0.576779026,0.42322097399999997,534,0.01068,5.444773464
635,crude,138,162,0.46,0.54,300,0.006,6.02070563
636,cruel,161,168,0.489361702,0.5106382979999999,329,0.00658,5.942062502000001
637,crush,149,144,0.508532423,0.49146757700000004,293,0.00586,6.0832259870000005
638,cult,334,334,0.5,0.5,668,0.013359999999999999,5.1490319630000005
639,cultur,573,347,0.6228260870000001,0.37717391299999997,920,0.0184,4.773151006
640,cur,147,188,0.43880597,0.56119403,335,0.0067,5.786712062
641,cure,80,130,0.380952381,0.6190476189999999,210,0.0042,6.247644252000001
642,curio,112,156,0.417910448,0.582089552,268,0.00536,6.195780778
643,curiou,210,212,0.497630332,0.5023696679999999,422,0.008440000000000001,5.719479332000001
644,current,406,299,0.575886525,0.424113475,705,0.0141,5.209102239
646,cute,500,442,0.530785563,0.46921443700000004,942,0.01884,4.865159418999999
647,cynic,253,124,0.671087533,0.328912467,377,0.007540000000000001,5.810985099
648,dad,310,259,0.544815466,0.455184534,569,0.01138,5.255942758
649,daili,189,100,0.653979239,0.346020761,289,0.0057799999999999995,6.076795096000001
650,damag,150,171,0.46728972,0.53271028,321,0.00642,5.964726362
651,damn,297,418,0.415384615,0.584615385,715,0.0143,5.157943544
652,dan,142,122,0.537878788,0.462121212,264,0.00528,5.984987547
653,danc,616,539,0.533333333,0.46666666700000003,1155,0.0231,4.428999762
654,dancer,163,95,0.6317829460000001,0.368217054,258,0.0051600000000000005,6.035973102000001
655,danger,498,426,0.538961039,0.461038961,924,0.01848,4.8815138
656,daniel,203,121,0.62654321,0.37345679,324,0.00648,5.789113024
657,danni,182,117,0.608695652,0.39130434799999997,299,0.00598,5.8258368570000005
658,dare,328,231,0.586762075,0.413237925,559,0.011179999999999999,5.429557617
660,date,750,520,0.590551181,0.40944881899999996,1270,0.0254,4.555768141000001
661,daughter,771,690,0.5277207389999999,0.472279261,1461,0.02922,4.279707964
662,davi,225,117,0.657894737,0.342105263,342,0.006840000000000001,5.635649393
663,david,757,518,0.59372549,0.40627451,1275,0.0255,4.4731431210000006
