,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
blockbust,172.0,224.0,0.43434343434343436,0.5656565656565656,396.0,0.00792,5.796350691249253
blond,205.0,300.0,0.40594059405940597,0.594059405940594,505.0,0.0101,5.45849580663729
blood,616.0,878.0,0.41231593038821956,0.5876840696117804,1494.0,0.02988,4.3071807395357755
bloodi,219.0,303.0,0.41954022988505746,0.5804597701149425,522.0,0.01044,5.461956017702186
blow,367.0,434.0,0.4581772784019975,0.5418227215980025,801.0,0.01602,5.055913375647851
blown,199.0,163.0,0.5497237569060773,0.45027624309392267,362.0,0.00724,5.906295278572015
blue,422.0,341.0,0.5530799475753604,0.4469200524246396,763.0,0.01526,4.999781919536156
board,302.0,306.0,0.4967105263157895,0.5032894736842105,608.0,0.01216,5.30065099626989
boat,170.0,223.0,0.43256997455470736,0.5674300254452926,393.0,0.00786,5.605190185788094
bob,195.0,207.0,0.48507462686567165,0.5149253731343284,402.0,0.00804,5.667065589506182
bodi,737.0,894.0,0.45187001839362356,0.5481299816063765,1631.0,0.03262,4.26493976316961
bomb,240.0,316.0,0.4316546762589928,0.5683453237410072,556.0,0.01112,5.329074749707779
bond,338.0,142.0,0.7041666666666667,0.2958333333333333,480.0,0.0096,5.424536686094837
bone,148.0,161.0,0.47896440129449835,0.5210355987055016,309.0,0.00618,5.98498754714768
book,1156.0,978.0,0.5417057169634489,0.45829428303655106,2134.0,0.04268,3.743282956657957
boot,136.0,137.0,0.4981684981684982,0.5018315018315018,273.0,0.00546,6.106065478700916
border,160.0,123.0,0.5653710247349824,0.43462897526501765,283.0,0.00566,6.073595093670132
bore,845.0,2613.0,0.24436090225563908,0.7556390977443609,3458.0,0.06916,3.5039871523267454
boredom,43.0,236.0,0.15412186379928317,0.8458781362007168,279.0,0.00558,6.163806473390434
born,394.0,245.0,0.6165884194053208,0.38341158059467917,639.0,0.01278,5.263019928052244
borrow,178.0,193.0,0.4797843665768194,0.5202156334231807,371.0,0.00742,5.840912519309164
bos,320.0,216.0,0.5970149253731343,0.4029850746268657,536.0,0.01072,5.345907587858011
bother,285.0,962.0,0.2285485164394547,0.7714514835605453,1247.0,0.02494,4.629122249878078
bought,389.0,427.0,0.47671568627450983,0.5232843137254901,816.0,0.01632,5.060543013546592
bound,212.0,133.0,0.6144927536231884,0.38550724637681155,345.0,0.0069,5.917164950808919
box,542.0,664.0,0.4494195688225539,0.550580431177446,1206.0,0.02412,4.5798656928898165
box offic,220.0,168.0,0.5670103092783505,0.4329896907216495,388.0,0.00776,5.806083128167484
boy,1300.0,1213.0,0.5173099880620772,0.4826900119379228,2513.0,0.05026,3.7306226053727243
boyfriend,311.0,334.0,0.4821705426356589,0.5178294573643412,645.0,0.0129,5.191756908030753
brain,354.0,598.0,0.37184873949579833,0.6281512605042017,952.0,0.01904,4.8267831612773255
brand,141.0,130.0,0.5202952029520295,0.47970479704797053,271.0,0.00542,6.177891213272172
brave,193.0,133.0,0.5920245398773006,0.40797546012269936,326.0,0.00652,5.9533302272769895
break,895.0,837.0,0.516743648960739,0.483256351039261,1732.0,0.03464,4.263893190598939
breast,79.0,206.0,0.2771929824561403,0.7228070175438597,285.0,0.0057,6.0452467386658775
breath,313.0,221.0,0.5861423220973783,0.41385767790262173,534.0,0.01068,5.4918615004810905
breathtak,233.0,43.0,0.8442028985507246,0.1557971014492754,276.0,0.00552,6.167309103941635
brian,250.0,151.0,0.6234413965087282,0.3765586034912718,401.0,0.00802,5.664940190193868
bridg,185.0,132.0,0.583596214511041,0.41640378548895896,317.0,0.00634,5.88226207912786
brief,379.0,334.0,0.5315568022440392,0.46844319775596077,713.0,0.01426,5.190435030772837
briefli,130.0,130.0,0.5,0.5,260.0,0.0052,6.217679463330585
bright,223.0,282.0,0.4415841584158416,0.5584158415841585,505.0,0.0101,5.545036262968347
brilliant,1356.0,463.0,0.7454645409565696,0.25453545904343045,1819.0,0.03638,4.183046171774507
brilliantli,350.0,68.0,0.8373205741626795,0.16267942583732053,418.0,0.00836,5.739865089114696
bring,1568.0,1109.0,0.5857302951064625,0.41426970489353754,2677.0,0.05354,3.8258407366367204
british,583.0,406.0,0.58948432760364,0.41051567239636,989.0,0.01978,4.651989099893842
broadcast,149.0,102.0,0.5936254980079682,0.40637450199203184,251.0,0.00502,6.15683780407434
broadway,145.0,74.0,0.6621004566210046,0.3378995433789954,219.0,0.00438,6.136218516871605
broke,141.0,119.0,0.5423076923076923,0.45769230769230773,260.0,0.0052,6.2288113036994295
broken,238.0,215.0,0.5253863134657837,0.4746136865342163,453.0,0.00906,5.631534161127696
brook,131.0,89.0,0.5954545454545455,0.40454545454545454,220.0,0.0044,6.070405298302032
brother,955.0,792.0,0.5466514024041214,0.45334859759587864,1747.0,0.03494,4.099780343778042
brought,807.0,474.0,0.629976580796253,0.37002341920374704,1281.0,0.02562,4.5986931860277895
brown,214.0,154.0,0.5815217391304348,0.4184782608695652,368.0,0.00736,5.646012180308349
bruce,199.0,143.0,0.5818713450292398,0.41812865497076024,342.0,0.00684,5.637713377493654
brutal,455.0,269.0,0.6284530386740331,0.3715469613259669,724.0,0.01448,5.114159189350283
bu,96.0,119.0,0.44651162790697674,0.5534883720930233,215.0,0.0043,6.217679463330585
buck,162.0,279.0,0.3673469387755102,0.6326530612244898,441.0,0.00882,5.627435794735414
buddi,217.0,252.0,0.4626865671641791,0.5373134328358209,469.0,0.00938,5.470659292830488
budget,922.0,1672.0,0.3554356206630686,0.6445643793369313,2594.0,0.05188,3.7451492091436336
budget film,107.0,172.0,0.3835125448028674,0.6164874551971327,279.0,0.00558,6.132822927870466
budget movi,92.0,162.0,0.36220472440944884,0.6377952755905512,254.0,0.00508,6.236301975428587
buff,203.0,149.0,0.5767045454545454,0.4232954545454546,352.0,0.00704,5.906295278572015
bug,78.0,144.0,0.35135135135135137,0.6486486486486487,222.0,0.00444,6.083225986731094
build,688.0,699.0,0.4960346070656092,0.5039653929343908,1387.0,0.02774,4.4439161359952735
built,209.0,193.0,0.5199004975124378,0.48009950248756217,402.0,0.00804,5.744452253121602
bullet,124.0,206.0,0.37575757575757573,0.6242424242424243,330.0,0.0066,5.89821986456647
bunch,417.0,912.0,0.31376975169300225,0.6862302483069977,1329.0,0.02658,4.537037104604693
buri,132.0,170.0,0.4370860927152318,0.5629139072847682,302.0,0.00604,6.039054768417956
burn,295.0,442.0,0.40027137042062416,0.5997286295793758,737.0,0.01474,5.076917648418383
busi,634.0,553.0,0.5341196293176074,0.46588037068239263,1187.0,0.02374,4.6344112686298695
but,771.0,841.0,0.478287841191067,0.5217121588089331,1612.0,0.03224,4.356435238690265
butt,117.0,174.0,0.4020618556701031,0.5979381443298969,291.0,0.00582,6.106065478700916
button,95.0,162.0,0.36964980544747084,0.6303501945525292,257.0,0.00514,6.153371596097854
buy,829.0,831.0,0.49939759036144576,0.5006024096385542,1660.0,0.0332,4.313206504139445
ca believ,111.0,351.0,0.24025974025974026,0.7597402597402597,462.0,0.00924,5.65018755171883
ca help,211.0,176.0,0.5452196382428941,0.4547803617571059,387.0,0.00774,5.815911217103746
ca say,125.0,157.0,0.4432624113475177,0.5567375886524824,282.0,0.00564,6.139625675193218
cabl,214.0,243.0,0.4682713347921225,0.5317286652078774,457.0,0.00914,5.6294828783571385
cage,127.0,93.0,0.5772727272727273,0.42272727272727273,220.0,0.0044,6.070405298302032
cal,117.0,212.0,0.3556231003039514,0.6443768996960486,329.0,0.00658,5.961865129726826
california,187.0,140.0,0.5718654434250765,0.4281345565749235,327.0,0.00654,5.950501371076512
call,1253.0,1549.0,0.447180585296217,0.552819414703783,2802.0,0.05604,3.7564204618432595
came,1444.0,1362.0,0.5146115466856735,0.48538845331432645,2806.0,0.05612,3.798870565228709
cameo,356.0,287.0,0.5536547433903577,0.4463452566096423,643.0,0.01286,5.280212328592616
camera,1081.0,1503.0,0.418343653250774,0.581656346749226,2584.0,0.05168,3.7799959404738015
camera work,270.0,374.0,0.4192546583850932,0.5807453416149069,644.0,0.01288,5.28310668661898
camp,290.0,382.0,0.43154761904761907,0.5684523809523809,672.0,0.01344,5.095965843389077
campi,115.0,196.0,0.36977491961414793,0.630225080385852,311.0,0.00622,5.987915806926769
canadian,129.0,123.0,0.5119047619047619,0.48809523809523814,252.0,0.00504,6.014663315293797
cancel,122.0,110.0,0.5258620689655172,0.47413793103448276,232.0,0.00464,6.24384918106397
candi,137.0,214.0,0.3903133903133903,0.6096866096866097,351.0,0.00702,5.801205069714051
capabl,248.0,259.0,0.4891518737672584,0.5108481262327416,507.0,0.01014,5.558306599889243
capit,112.0,126.0,0.47058823529411764,0.5294117647058824,238.0,0.00476,6.255277876887592
captain,238.0,171.0,0.5819070904645477,0.4180929095354523,409.0,0.00818,5.550702000504025
captiv,308.0,113.0,0.7315914489311164,0.2684085510688836,421.0,0.00842,5.723973721778061
captur,893.0,439.0,0.6704204204204204,0.3295795795795796,1332.0,0.02664,4.508579899790657
car,772.0,883.0,0.4664652567975831,0.5335347432024169,1655.0,0.0331,4.163934266594229
card,175.0,187.0,0.48342541436464087,0.5165745856353592,362.0,0.00724,5.798774934860759
care,1403.0,1768.0,0.4424471775465153,0.5575528224534847,3171.0,0.06342,3.6302761734621924
career,861.0,788.0,0.522134627046695,0.477865372953305,1649.0,0.03298,4.281835624442078
caricatur,91.0,161.0,0.3611111111111111,0.6388888888888888,252.0,0.00504,6.255277876887592
carri,767.0,691.0,0.5260631001371742,0.47393689986282583,1458.0,0.02916,4.43891924864617
cartoon,278.0,320.0,0.46488294314381273,0.5351170568561873,598.0,0.01196,5.019628215908086
case,1160.0,1416.0,0.4503105590062112,0.5496894409937888,2576.0,0.05152,3.8494033770188567
cash,148.0,319.0,0.3169164882226981,0.683083511777302,467.0,0.00934,5.601198164518556
cast member,114.0,137.0,0.4541832669322709,0.545816733067729,251.0,0.00502,6.247644252032521
castl,137.0,99.0,0.5805084745762712,0.4194915254237288,236.0,0.00472,5.996752388727267
cat,302.0,298.0,0.5033333333333333,0.4966666666666667,600.0,0.012,5.1129359476075384
catch,628.0,482.0,0.5657657657657658,0.43423423423423424,1110.0,0.0222,4.749074176950009
categori,164.0,234.0,0.4120603015075377,0.5879396984924623,398.0,0.00796,5.7867120624114845
caught,606.0,421.0,0.5900681596884129,0.40993184031158714,1027.0,0.02054,4.835081964092021
caus,815.0,823.0,0.49755799755799757,0.5024420024420024,1638.0,0.03276,4.30827363581942
celebr,317.0,197.0,0.6167315175097277,0.38326848249027234,514.0,0.01028,5.4636906235143945
cell,110.0,178.0,0.3819444444444444,0.6180555555555556,288.0,0.00576,5.956167108612188
center,374.0,284.0,0.5683890577507599,0.4316109422492401,658.0,0.01316,5.257354190516566
central,366.0,261.0,0.583732057416268,0.416267942583732,627.0,0.01254,5.267290397175696
centuri,536.0,344.0,0.6090909090909091,0.3909090909090909,880.0,0.0176,4.915047514248448
certain,734.0,592.0,0.5535444947209653,0.44645550527903466,1326.0,0.02652,4.543241881491576
certainli,1338.0,1051.0,0.5600669736291335,0.4399330263708665,2389.0,0.04778,3.935975069318133
cgi,155.0,285.0,0.3522727272727273,0.6477272727272727,440.0,0.0088,5.51352299726227
chain,167.0,153.0,0.521875,0.478125,320.0,0.0064,5.979156626836888
chair,130.0,160.0,0.4482758620689655,0.5517241379310345,290.0,0.0058,6.04835716108027
challeng,437.0,233.0,0.6522388059701493,0.34776119402985073,670.0,0.0134,5.214500363262084
chan,93.0,70.0,0.5705521472392638,0.42944785276073616,163.0,0.00326,6.290369196698863
chanc,1136.0,799.0,0.5870801033591732,0.41291989664082684,1935.0,0.0387,4.165829103731511
chang,1583.0,1278.0,0.553303040894792,0.446696959105208,2861.0,0.05722,3.7015912348045035
channel,376.0,514.0,0.42247191011235957,0.5775280898876405,890.0,0.0178,4.899126779961602
charact actor,206.0,98.0,0.6776315789473685,0.3223684210526315,304.0,0.00608,6.04214596098763
charact develop,272.0,429.0,0.3880171184022825,0.6119828815977175,701.0,0.01402,5.209102239492527
charact film,229.0,188.0,0.5491606714628298,0.45083932853717024,417.0,0.00834,5.756013075522677
charact like,132.0,144.0,0.4782608695652174,0.5217391304347826,276.0,0.00552,6.177891213272172
charact movi,195.0,261.0,0.4276315789473684,0.5723684210526316,456.0,0.00912,5.6734690265413885
charact play,216.0,152.0,0.5869565217391305,0.4130434782608695,368.0,0.00736,5.887553096762275
character,331.0,297.0,0.5270700636942676,0.47292993630573243,628.0,0.01256,5.330593352884969
charg,278.0,245.0,0.5315487571701721,0.46845124282982786,523.0,0.01046,5.493648811055187
charisma,113.0,136.0,0.4538152610441767,0.5461847389558233,249.0,0.00498,6.282464017191749
charl,352.0,236.0,0.5986394557823129,0.4013605442176871,588.0,0.01176,5.270147541976476
charli,200.0,140.0,0.5882352941176471,0.4117647058823529,340.0,0.0068,5.654380429978866
charm,900.0,485.0,0.6498194945848376,0.35018050541516244,1385.0,0.0277,4.469924579471948
chase,478.0,601.0,0.44300278035217794,0.5569972196478221,1079.0,0.02158,4.659729076614159
cheap,325.0,1105.0,0.22727272727272727,0.7727272727272727,1430.0,0.0286,4.4364301372179025
cheat,172.0,250.0,0.4075829383886256,0.5924170616113744,422.0,0.00844,5.6607028957183525
check,851.0,796.0,0.5166970248937462,0.48330297510625375,1647.0,0.03294,4.336553868136436
cheek,126.0,114.0,0.525,0.475,240.0,0.0048,6.278534739051859
cheer,253.0,169.0,0.5995260663507109,0.40047393364928907,422.0,0.00844,5.7352988711351145
chees,76.0,177.0,0.30039525691699603,0.6996047430830039,253.0,0.00506,6.18144361487654
cheesi,351.0,703.0,0.33301707779886147,0.6669829222011385,1054.0,0.02108,4.738930387519504
chemistri,467.0,311.0,0.6002570694087404,0.39974293059125965,778.0,0.01556,5.086396392372927
chick,153.0,336.0,0.3128834355828221,0.6871165644171779,489.0,0.00978,5.499029989959704
chief,224.0,129.0,0.6345609065155807,0.3654390934844193,353.0,0.00706,5.833346278925848
child,1519.0,1193.0,0.5601032448377581,0.4398967551622419,2712.0,0.05424,3.598588190285216
childhood,346.0,173.0,0.6666666666666666,0.33333333333333337,519.0,0.01038,5.453327836478848
chill,320.0,130.0,0.7111111111111111,0.28888888888888886,450.0,0.009,5.625392893105613
china,126.0,75.0,0.6268656716417911,0.3731343283582089,201.0,0.00402,6.213996217914288
chine,157.0,96.0,0.6205533596837944,0.37944664031620556,253.0,0.00506,5.879627031489854
choic,601.0,513.0,0.5394973070017953,0.4605026929982047,1114.0,0.02228,4.7123728100995805
choos,343.0,302.0,0.5317829457364341,0.46821705426356586,645.0,0.0129,5.278768285020383
chop,86.0,176.0,0.3282442748091603,0.6717557251908397,262.0,0.00524,6.126066145407586
chose,152.0,207.0,0.4233983286908078,0.5766016713091922,359.0,0.00718,5.892872258239875
chosen,210.0,177.0,0.5426356589147286,0.45736434108527135,387.0,0.00774,5.796350691249253
chri,250.0,185.0,0.5747126436781609,0.4252873563218391,435.0,0.0087,5.479438980482533
christian,181.0,221.0,0.4502487562189055,0.5497512437810945,402.0,0.00804,5.449897301382059
christma,195.0,214.0,0.4767726161369193,0.5232273838630808,409.0,0.00818,5.4413721005586995
christoph,300.0,228.0,0.5681818181818182,0.43181818181818177,528.0,0.01056,5.364599720870164
chuck,83.0,117.0,0.415,0.585,200.0,0.004,6.282464017191749
chuckl,86.0,161.0,0.3481781376518219,0.6518218623481782,247.0,0.00494,6.255277876887592
church,171.0,209.0,0.45,0.55,380.0,0.0076,5.599208114110547
cinema,1135.0,844.0,0.573521980798383,0.426478019201617,1979.0,0.03958,4.027862327272228
cinemat,410.0,374.0,0.5229591836734694,0.4770408163265306,784.0,0.01568,5.093564881851539
cinematograph,158.0,90.0,0.6370967741935484,0.3629032258064516,248.0,0.00496,6.259116653194758
cinematographi,1019.0,723.0,0.5849598163030999,0.4150401836969001,1742.0,0.03484,4.309367727832279
circl,137.0,126.0,0.5209125475285171,0.4790874524714829,263.0,0.00526,6.149917361229766
circumst,250.0,185.0,0.5747126436781609,0.4252873563218391,435.0,0.0087,5.695114893316081
citi,842.0,563.0,0.599288256227758,0.40071174377224195,1405.0,0.0281,4.319821743258164
citizen,199.0,151.0,0.5685714285714286,0.4314285714285714,350.0,0.007,5.879627031489854
civil,267.0,144.0,0.6496350364963503,0.35036496350364965,411.0,0.00822,5.627435794735414
claim,385.0,464.0,0.4534746760895171,0.5465253239104829,849.0,0.01698,4.957040371158884
clark,124.0,107.0,0.5367965367965368,0.4632034632034632,231.0,0.00462,6.064056070623374
class,767.0,652.0,0.5405214940098662,0.45947850599013385,1419.0,0.02838,4.416127994197913
classic,1961.0,1146.0,0.6311554554232378,0.3688445445767622,3107.0,0.06214,3.624188716921511
clean,350.0,278.0,0.5573248407643312,0.4426751592356688,628.0,0.01256,5.296235978060773
clear,675.0,749.0,0.47401685393258425,0.5259831460674158,1424.0,0.02848,4.47701909487844
clearli,608.0,790.0,0.43490701001430615,0.5650929899856938,1398.0,0.02796,4.470567459596952
clever,564.0,425.0,0.570273003033367,0.42972699696663297,989.0,0.01978,4.833231824803859
clich,91.0,229.0,0.284375,0.715625,320.0,0.0064,5.950501371076512
cliché,278.0,737.0,0.2738916256157635,0.7261083743842365,1015.0,0.0203,4.77315100636153
clichéd,73.0,262.0,0.21791044776119403,0.7820895522388059,335.0,0.0067,5.930920325877405
climax,427.0,378.0,0.5304347826086957,0.4695652173913043,805.0,0.0161,5.0971684893548375
clip,165.0,180.0,0.4782608695652174,0.5217391304347826,345.0,0.0069,5.8109850987676905
close,1414.0,1330.0,0.5153061224489796,0.48469387755102045,2744.0,0.05488,3.8054625469108623
close up,146.0,179.0,0.4492307692307692,0.5507692307692308,325.0,0.0065,5.9675958044358115
closer,207.0,122.0,0.6291793313069909,0.3708206686930091,329.0,0.00658,5.950501371076512
cloth,303.0,455.0,0.3997361477572559,0.6002638522427441,758.0,0.01516,5.099578129074991
club,283.0,288.0,0.4956217162872154,0.5043782837127846,571.0,0.01142,5.257354190516566
clue,234.0,337.0,0.4098073555166375,0.5901926444833625,571.0,0.01142,5.394929260304898
co,451.0,469.0,0.4902173913043478,0.5097826086956522,920.0,0.0184,4.8786082291419115
co star,147.0,127.0,0.5364963503649635,0.46350364963503654,274.0,0.00548,6.143044481942004
coach,102.0,90.0,0.53125,0.46875,192.0,0.00384,6.286408795482766
code,131.0,106.0,0.5527426160337553,0.4472573839662447,237.0,0.00474,6.122704797704881
coher,67.0,184.0,0.26693227091633465,0.7330677290836654,251.0,0.00502,6.24384918106397
coincid,120.0,132.0,0.47619047619047616,0.5238095238095238,252.0,0.00504,6.2514537804491885
cold,494.0,373.0,0.5697808535178778,0.43021914648212223,867.0,0.01734,4.9476701828713
collect,554.0,406.0,0.5770833333333333,0.4229166666666667,960.0,0.0192,4.8786082291419115
colleg,290.0,384.0,0.43026706231454004,0.56973293768546,674.0,0.01348,5.120297944048608
color,692.0,430.0,0.6167557932263814,0.3832442067736186,1122.0,0.02244,4.64507397437391
colour,220.0,112.0,0.6626506024096386,0.3373493975903614,332.0,0.00664,5.856218940591839
com,278.0,238.0,0.5387596899224806,0.4612403100775194,516.0,0.01032,5.5116998427007555
combin,635.0,434.0,0.5940130963517306,0.4059869036482694,1069.0,0.02138,4.7871740231822795
come close,126.0,173.0,0.4214046822742475,0.5785953177257526,299.0,0.00598,6.106065478700916
